System Name,School Name,Administrator,Physical Address,,,,Phone,Website,Grade Range
Private Schools,Kiddie Kollege Of First Umc,Beth Roberts,800 Greensboro Avenue,Tuscaloosa,AL,0,,,
Private Schools,Kids Korner,,539 Gunter Avenue,Guntersville,AL,35976,256.571.0420,www.nonesupplied.com,
Private Schools,Kingdom Kids,,4525 Wueth Drive,Guntersville,AL,35976,256.582.5518,www.nonesupplied.com,
Private Schools,Kingwood Christian Child Dev,Barbara A Drackett,200 Harvest Way,Alabaster,AL,0,,,OK-OK
Private Schools,Knollwood Christian School,Sandra M Guy,1501 Knollwood Drive,Mobile,AL,0,,,
Private Schools,Knollwood Christian School,Larry Jones,P O Box 340,Sylacauga,AL,35150,256.249.4750,www.knollwoodcs.com,OK-08
Private Schools,"Knowledge Works Learning Academy, Inc/Kai Wa'Diya Learning Academy, Inc-KWLA",,903 South Railroad Street,Phenix City,AL,36867-    ,334.408.2425,www.kwlakids.org,PK-12
Private Schools,Lake City Christian Academy,Gayle Buchanan,5025 Spring Creek Drive,Guntersville,AL,0,,,PK-02
Private Schools,Lakeview Christian School,Deborah Sabler,1600 East Glenn Avenue,Auburn,AL,36830,334.887.7094,www.nonesupplied.com,
Private Schools,Lampleys Christian Academy,,107 Village Road,Midway,AL,36053,334.695.8009,www.nonesupplied.com,
Private Schools,Lawrence County Christian School,Stephen Milam,10485 County Road 460,Moulton,AL,0,,,
Private Schools,LEAPS Academy,Ashley P Faust,1815 Martin Street South,Pell City,AL,35128,205.884.7621,www.nonesupplied.com,PK-12
Private Schools,Learning Tree Inc,Marc Williams,101 S. Dubois St.,Tallassee,AL,36078,334.252.0025,www.learning-tree.org,
Private Schools,Learning Tree The,,6344 Roy Webb Rd,Peidmont,AL,36272-0908,,,
Private Schools,Lee-Scott Academy,George Stanley Cox,1601 Academy Dr,Auburn,AL,36830-2895,334.821.2430,www.lee-scott.org,PK-12
Private Schools,Legacy Christian Academy,Anita M Creekmore,510 JC Mauldin Highway,Killen,AL,35645-    ,256.757.5345,www.legacy-christian-academy.org,OK-10
Private Schools,Life Institute Christian School,Henry Williams Roberts,351 South Craft Highway,Chickasaw,AL,36611,251.456.2652,,OK-12
Private Schools,Lighthouse,,6335 Swedetown Road N,Theodore,AL,36582,251.653.6542,www.nonesupplied.com,
Private Schools,Lighthouse Christian Academy,Gary Moheny,3570 Bell Road,Montgomery,AL,36116,334.271.4200,,PK-12
Private Schools,Lighthouse Christian School,,P O Box 59,Clinton,AL,35448,205.372.6344,www.nonesupplied.com,
Private Schools,Lindsay Lane Christian Academy,Stephen Lee Murr,1300 Lindsay Lane,Athens ,AL,35613,256.262.5323,www.lindsaylanechristianacademy.org,PK-12
Private Schools,Little Friends Preschool,Helen M Johnson,120 Hillcrest Drive,Andalusia,AL,36420,,,
Private Schools,Living Word Christian Center Kingdom Academy,Levy H Knox,1060 Government St,Mobile,AL,0,,,
Private Schools,Lowndes Academy,Darrell W Self,PO Box 99,Lowndesboro,AL,36752-0099,334.278.3366,,PK-12
Private Schools,Lyman Ward Military Academy,Mark Morgan,174 Ward Circle,Camp Hill,AL,36850-0550,256.280.3727,www.lwma.org,12-Jun
Private Schools,Ma'At High School,Rhoda E Johnson,14 Southmont Drive,Tuscaloosa,AL,35405,,,
Private Schools,Macon-East Montgomery Academy,Glynn Lott,15396 Vaughn Rd,Cecil,AL,0,334.277.6566,,PK-12
Private Schools,Madison Academy,Stanley Brian Givens,325 Slaughter Rd,Madison,AL,35758,256.469.6400,macademy.org,PK-12
Private Schools,Madison Academy,Natalie Marie Pittman-Lirette,325 Slaughter Rd,Madison,AL,35758,256.469.6400,macademy.org,PK-12
Private Schools,Madison Academy,Brian William Privett,325 Slaughter Rd,Madison,AL,35758,256.469.6400,macademy.org,PK-12
Private Schools,Madison Academy,CRESSIE JO MCCAGHREN,325 Slaughter Rd,Madison,AL,35758,256.469.6400,macademy.org,PK-12
Private Schools,Madison Academy,Stanley Brian Givens,325 Slaughter Rd,Madison,AL,35758,256.469.6400,macademy.org,PK-12
Private Schools,Madison Academy,Natalie Marie Pittman-Lirette,325 Slaughter Rd,Madison,AL,35758,256.469.6400,macademy.org,PK-12
Private Schools,Madison Academy,Brian William Privett,325 Slaughter Rd,Madison,AL,35758,256.469.6400,macademy.org,PK-12
Private Schools,Madison Academy,CRESSIE JO MCCAGHREN,325 Slaughter Rd,Madison,AL,35758,256.469.6400,macademy.org,PK-12
Private Schools,Madison Academy,Stanley Brian Givens,325 Slaughter Rd,Madison,AL,35758,256.469.6400,macademy.org,PK-12
Private Schools,Madison Academy,Natalie Marie Pittman-Lirette,325 Slaughter Rd,Madison,AL,35758,256.469.6400,macademy.org,PK-12
Private Schools,Madison Academy,Brian William Privett,325 Slaughter Rd,Madison,AL,35758,256.469.6400,macademy.org,PK-12
Private Schools,Madison Academy,CRESSIE JO MCCAGHREN,325 Slaughter Rd,Madison,AL,35758,256.469.6400,macademy.org,PK-12
Private Schools,Madison Academy,Stanley Brian Givens,325 Slaughter Rd,Madison,AL,35758,256.469.6400,macademy.org,PK-12
Private Schools,Madison Academy,Natalie Marie Pittman-Lirette,325 Slaughter Rd,Madison,AL,35758,256.469.6400,macademy.org,PK-12
Private Schools,Madison Academy,Brian William Privett,325 Slaughter Rd,Madison,AL,35758,256.469.6400,macademy.org,PK-12
Private Schools,Madison Academy,CRESSIE JO MCCAGHREN,325 Slaughter Rd,Madison,AL,35758,256.469.6400,macademy.org,PK-12
Private Schools,Madison Baptist Academy,Larry Nicholson,840 Balch Road,Madison,AL,35758-9713,,,
Private Schools,Magnolia Springs Christian School,Tammy Curl,6058 Theodore-Dawes Road,Theodore,AL,0,,,PK-08
Private Schools,Maranathan Academy,Donna Dukes,852 North 44th Street ,Birmingham,AL,35212-2138,205.591.8100,,12-Jun
Private Schools,Marengo Academy,ROBERT D. JAMES,2103 S Main Street,Linden,AL,36748,334.295.4151,marengoacademy.org,PK-12
Private Schools,Marietta Johnson School,Jessie Patterson,8 Marietta Drive,Fairhope,AL,0,,,PK-08
Private Schools,Marion Academy,ANTHONY YELVERTON,1820 Prier Dr,Marion,AL,36756-5930,334.683.8204,,PK-12
Private Schools,Mars Hill Bible School,Dexter Rutherford,698 Cox Creek Pkwy,Florence,AL,35630-1199,256.767.1203,www.mhbs.org,PK-12
Private Schools,Marshall Christian Academy,Roy D Bryant,1631 Brashers Chapel Road,Albertville,AL,35951,256.279.0192,marshallchristianacademy.com,PK-12
Private Schools,Maxwell Afb Elem School,Melissa Hayes,800 Magnolia Blvd Bldg 538,Maxwell Afb,AL,0,,,
Private Schools,Mayfair Child Development Center,Norma Anderson,1095 Carl T Jones Drive,Huntsville,AL,0,,,
Private Schools,McElwain Christian Academy,Lucy Baker Bloodworth,3631 Montevallo Rd,Mountain Brk,AL,35213-1515,205.960.4649,www.mcelwainchristianacademy.org,OK-05
Private Schools,McRae Learning Center,Sadie Moss,2601 Range St,Selma,AL,36701,334.872.8078,,PK-OK
Private Schools,Meadowview Christian School,Robert Wayne Taylor,1512 Old Orrville Rd,Selma,AL,36701-6997,334.872.8448,mcstrojans.org,OK-12
Private Schools,Metropolitian School Of Talent And The Arts,Janice Baskin-Berry,"224 2nd Street, Thomas",Birmingham,AL,35214,205.422.8506,,OK-08
Private Schools,Ministerial Brotherhood Ministries,Morrell Todd,1629 32nd Avenue North,Birmingham,AL,35207,,,
Private Schools,Miracle Academy Private Christian,Gregory Kennard Mullen,3420 Hickory AVE SW,Birmingham,AL,35221-    ,205.923.3483,www.miracleacademypcs.org,OK-08
Private Schools,Miracle Deliverance Temple,"James Johnson, Sr.",28 South Park Road SW,Birmingham,AL,35211,205.925.2417,,PK-12
Private Schools,Miss Betty’s Preschool,Betty Fuller,210 Free Street,Moulton ,AL,35650,256.974.9892,www.nonesupplied.com,
Private Schools,Miss Kim's Nursey School,,800 Gunter Avenue,Guntersville,AL,35976,256.582.2497,www.nonesupplied.com,
Private Schools,Mobile Assn Ret Citizens,Flora Day,2424 Gordon Smith Dr,Mobile,AL,0,,,
Private Schools,Mobile Bay Montessori,,20900 Highway 181,Fairhope,AL,36532,205.990.9349,www.nonesupplied.com,PK-04
Private Schools,Mobile Christian School,Clinton Mitchell,5900 Cottage Hill Rd,Mobile,AL,36609,251.661.1613,www.mobilechristian.org,PK-12
Private Schools,Mobile Junior Academy,Doug Carr,1900 Cody Road S,Mobile,AL,0,,,OK-08
Private Schools,Moffett Road Christian,Donna Crabtree,6159 Moffett Road,Mobile,AL,36618,,,
Private Schools,Monroe Academy,Susan H McKenzie,4096 South Alabama Avenue,Monroeville,AL,36460,251.743.3932,monroeacademy.org,PK-12
Private Schools,Montessori School Of Decatur,Peggie Kilpatrick,402 Johnson St,Decatur,AL,0,,,
Private Schools,Montessori School Of Huntsville,Rebecca Ann Duke,15975 Chaney Thompson Road,Huntsville,AL,0,256.881.3790,www.montessorihuntsville.org,
Private Schools,Montgomery Association For Retarded Citizens,Lynn M Wise,527 Buckingham Dr,Montgomery,AL,0,,,
Private Schools,Montgomery Christian School,Thomas Danielson,1728 South Hull Street,Montgomery,AL,36104,334.386.1749,MontgomeryChristianSchool.com,OK-05
Private Schools,Montgomery Job Corps Center,Frank Coiro,1145 Air Base Blvd,Montgomery,AL,36117,,,
Private Schools,Morae Classical School of Auburn,,Lot 1 WC Davis Industrial Park,Opelika,AL,36801-    ,720.795.4176,www.moraeclassical.ord,12-May
Private Schools,Moundville Christian Academy,Beatrice Nichols,61 Market Street,Moundville,AL,35474-    ,205.454.9586,,OK-09
Private Schools,Mountain Brook Academy,,2829 Thornhill Road,Mountain Brook,AL,35213,205.871.3488,www.mountainbrookacademycom,OK-06
Private Schools,Mountain Chapel Methodist Pk,Stacey Bouchillon,2541 Rocky Ridge Rd,Birmingham,AL,35243,,,PK-PK
Private Schools,Mountain View Christian Academy,Jonathan Dale Aultman,3665 Highway 73,Bryant,AL,35958,256.597.3467,,PK-12
Private Schools,Mountainview Baptist School,Judy Dick,5568 Chaulkville Road,Birmingham,AL,35235,,,
Private Schools,Ms Paula's Online Education,Paula Tripp,2687 Mat Morrow Road,Arab,AL,35016,256.931.4050,www.mspaulasonlinelearning.org,12-Apr
Private Schools,Mt. Pilgrim Christian Academy,Eleashia Roper,6746 Grasselli Rd,Fairfield,AL,35064,205.780.5096,,
Private Schools,N E Miles Jewish Day School,Robert Greenberg,4000 Montclair Rd,Birmingham,AL,35213-2412,205.879.1068,,PK-08
Private Schools,NAPS Abundant Life Academy,Kristen Nicole Nedd,6228 County Road 35,Sawyerville,AL,36776,334.624.2552,www.nonesupplied.com,8-Jan
Private Schools,Nazaree Christian School,,1675 W 165 Service Road N,Mobile,AL,36618,251.471.8021,www.nonesupplied.com,
Private Schools,New Day Academy,Merry Elizabeth Brazzelle,700 E Cottonwood,Dothan,AL,0,,,
Private Schools,New Dimensions Christian Academy,Gloria Sylvester,2200 Main Avenue,Northport,AL,35476,205.111.1111,www.nonesupplied.com,
Private Schools,New Generation Christian Academy,David Winston Kendall ,2310 Summerfield Road,Selma,AL,36701,334.505.4760,www.nonesupplied.com,PK-12
Private Schools,New Hope Christian Elementary School,Martha Ann Barber,1740 Cleburne Avenue Sw,Birmingham,AL,35211,205.925.9399,,5-May
Private Schools,New life Christian Academy,,4230 Highway 14,millbrook,AL,36054,334.285.5615,www.newlifechristianacademy.com,
Private Schools,New Life Christian Academy,Annie Blackmon,601 Union Hill Road,Troy,AL,36081-1085,,,
Private Schools,New Life Christian School,Ronnie Bailey,1945 Drewry Rd,Monroeville,AL,0,,,
Private Schools,New Life Christian School Of Excellence,Brenda Beckwood,1622 7th Avenue North,Bessemer,AL,35020,205.425.4735,www.nlim.org,PK-05
Private Schools,North Alabama Center For Educational Excellence,Earnest Davis,4900-B Century Street,Huntsville,AL,35816,,,
Private Schools,North Alabama Christian School,Sandra Summerford,5651 Al Highway 40,Valley Head,AL,35989,,,PK-12
Private Schools,North Mobile Christian School,,1255 Industrial Pkwy,Saraland,AL,36571-3723,251.679.3279,northmobilechristian.org,PK-08
Private Schools,North River Christian Academy,Dan Habrial,1785 McFarland Blvd,Tuscaloosa,AL,35406,205.349.4881,,
Private Schools,North Side Christian School,Susie Crumb,4812 Yonderhill Drive,Birmingham,AL,0,,,
Private Schools,NorthPointe Christian Academy,Chiquita Bankhead Wilkins,4050 Fairground Rd,Montgomery,AL,36110,334.356.6045,northpointchurch.net,
Private Schools,Northside Methodist Academy,Matthew Johnson,2600 Redmond Rd,Dothan,AL,36303-5616,334.794.7273,nmacademy.net,PK-12
Private Schools,Northview Christian Church Academy,Yvette Hogans,233 Bic Road,Dothan,AL,36303,,,PK-07
Private Schools,Oak Mountain Classical School,Keith Nix,5080 Cahaba Valley Trace,Birmingham,Al,0,,,
Private Schools,Oak Park Christian Academy ,Donna Dement,3321 Sollie Road,Mobile,AL,36695,251.633.8045,www.nonesupplied.com,
Private Schools,Oakwood Adventist Academy K-12,Gilbert Cooper,7000 Adventist Blvd,Huntsville,AL,35896,,,OK-12
Private Schools,Old Path Christian School,Joey Polston,1000 Lee Road 263,Cusseta,AL,0,,,
Private Schools,Open Door Baptist Church,Cinda Perry,1761 McFarland Blvd,Tuscaloosa,AL,35406,,,
Private Schools,Open Door Christian School,Violet Wallace,20774 County Road 12 South,Foley,AL,36535,,,
Private Schools,Parkview Christian School,John S Dowling,608 South Eufaula Avenue,Eufaula,AL,36027,,,
Private Schools,Parkway Christian Academy,Michael R. Gallien,959 Huffman Rd,Birmingham,AL,35215-7846,205.833.2410,www.pcawildcats.com,PK-12
Private Schools,Pathways Academy,Tammy H Jackson,517 4th Avenue East,Glencoe,AL,35905,256.494.1600,www.pathways-academy.org,
Private Schools,Patrician Academy,Linda Couch,901 South Mulberry Avenue,Butler,AL,36904,205.459.3605,pasaints.com,PK-12
Private Schools,Patrician Academy,Sabra Temple,901 South Mulberry Avenue,Butler,AL,36904,205.459.3605,pasaints.com,PK-12
Private Schools,Patrician Academy,Linda Couch,901 South Mulberry Avenue,Butler,AL,36904,205.459.3605,pasaints.com,PK-12
Private Schools,Patrician Academy,Sabra Temple,901 South Mulberry Avenue,Butler,AL,36904,205.459.3605,pasaints.com,PK-12
Private Schools,People In Progress,Krystal Rogers,472 South Lawrence Street,Montgomery,AL,36104,334.819.7999,www.nonesupplied.com,12-Sep
Private Schools,PFC Howard Johnson Academy,Gloria Johnson,102 Border Circle East,Mobile,AL,36608,251.366.5558,,OK-03
Private Schools,Phenix Christian School,Cecilia E Drummonds,1309 Tenth Ave,Phenix City,AL,36868,334.298.3588,,
Private Schools,Phillips Temple Christian Academy,George Ayers,2257 St Stephens Road,Mobile,AL,36617,,,OK-08
Private Schools,Pickens Academy,J Brach White,225 Ray Bass Road,Carrollton,AL,35447,205.367.8144,,PK-12
Private Schools,Pike Liberal Arts School,Rebecca D Baggett,301 Kervin Drive,Troy,AL,36081-0329,334.566.2023,pikelib.com,PK-12
Private Schools,Pine Grove Christian Academy,,35 County Road 3062,Double Springs,AL,35553,205.489.5062,www.nonesupplied.com,
Private Schools,Play World Child Development School,John Mark Sain,721 Gresham Road,Florence,AL,35630,256.767.2251,www.playworldchildcare,PK-PK
Private Schools,Praise Christian School,,2633 Dawes Road,Mobile,AL,36695,251.219.4460,www.nonesupplied.com,
Private Schools,Prattville Christian Academy,Jerry Clay Boyd,322 Old Farm Lane North,Prattville,AL,36066,334.285.0077,www.4pca.com,PK-12
Private Schools,Prattville Christian Academy,Katie Brown Furr,322 Old Farm Lane North,Prattville,AL,36066,334.285.0077,www.4pca.com,PK-12
Private Schools,Prattville Christian Academy,Jerry Clay Boyd,322 Old Farm Lane North,Prattville,AL,36066,334.285.0077,www.4pca.com,PK-12
Private Schools,Prattville Christian Academy,Katie Brown Furr,322 Old Farm Lane North,Prattville,AL,36066,334.285.0077,www.4pca.com,PK-12
Private Schools,Premier School,Leslie Davis Buchanan,1827 Slaughter Road,Madison,AL,35758,256.864.8450,,PK-OK
Private Schools,Prichard Preparatory School,Lorie Ann Minor,743 Mount Sinai Ave,Whistler,AL,36612-1826,251.380.7220,www.prichardprepschool.com,PK-05
Private Schools,Progress Academy,Rachel Elizabeth Pridgen,701 Brookside Drive,Opp,AL,36467,334.804.2852,www.nonesupplied.com,PK-12
Private Schools,Promethean Academy,Jesse R Buckley,261 Western Hills Drive,Madison,AL,35757,205.426.3394,,PK-08
Private Schools,Promise Place Preschool at First Baptist,Berry J Smith,309 East Main Street,Albertville,AL,35950,256.891.1002,www.nonesupplied.com,
Private Schools,Providence Christian School,Emory Latta,4847 Murphy Mill Road,Dothan,AL,0,,,
Private Schools,Providence Classical School,Pattie Steward,605 Clinton Avenue East,Huntsville,AL,35801,256.852.8884,providenceclassical.org,OK-12
Private Schools,Randolph School,Byron C Hulsey,1005 Drake Ave,Huntsville,AL,35802,256.799.6100,,OK-12
Private Schools,Ratchford Head Start,Lori Ingle,600 Jackson Avenue,Oneonta,AL,35121,,,
Private Schools,Red Mountain Community School,Melanie B Walker,617 22nd Street South,Birmingham,AL,35233,,,
Private Schools,Redstone Arsenal Child Youth & School Services,Andre Terry,Building 1500 Weeden Mountain Road,Redstone Arsenal,AL,35808,256.876.3704,www.nonesupplied.com,
Private Schools,Restoration Academy,Brian Goessling,4600 Carnegie Ave,Fairfield,AL,35064,205.785.8805,www.restorationacademy.org,OK-12
Private Schools,Revelation Baptist,,1711 Taylor Lane,Mobile,AL,36605,251.473.2555,www.nonesupplied.com,
Private Schools,River East Baptist Church Kindergarten,Tammy Clark,1707 Reids Circle,Gadsden,AL,35903,256.494.3034,www.nonesupplied.com,
Private Schools,Riverchase United Methodist Day School,Laurie Shotnik,1953 Old Highway,Hoover,AL,35244,205.989.8070,,
Private Schools,Riverhill School,Mary Jane Fowler,2826 County Road 30,Florence,AL,35634-6606,256.764.8200,www.riverhillschool.org,PK-06
Private Schools,Rock Mills Day Care and Preschool Center,Anita Louise Allen,65512 Highway 22,Roanoke,AL,36274,334.885.6237,www.rockmillsdaycareandpreschoolcenter.com,PK-PK
Private Schools,Rocket City Academy,Gina Mitchell,11515 South Memorial Parkway,Huntsville,AL,35803-    ,256.286.3040,www.RocketCityAcademy.com,PK-12
Private Schools,Ross Christian Academy,,1130 Bellview St,Montgomery,AL,0,334.264.2971,,PK-05
Private Schools,Rtk Community Learning And Technology Center,Rico Kelly,1090 Coosa County Road 52,Goodwater,AL,35072-3627,256.839.1546,,3-Mar
Private Schools,Rushton School-Gateway,,5201 Messer Airport Hwy,Birmingham,AL,35212,205.510.2714,www.gway.org,11-Jun
Private Schools,S Highland Child Dev Ctr Inc,Michelle Darabaris,2035 Highland Ave South,Birmingham,AL,0,,,PK-PK
Private Schools,Safe Haven Christian Academy,Janice S Morrissette,803 N Dr Martin L King Jr Dr,Prichard,AL,36610-4820,251.457.6088,www.safehaven803.com,PK-11
Private Schools,Saint James School,,6010 Vaughn Rd,Montgomery,AL,36116-1202,334.277.8033,www.stjweb.org,PK-12
Private Schools,Saint Mark Kindergarten,Janet Nebrig,2901 Columbiana Road,Birmingham,AL,35216,205.822.1312,saintmarkumc.org,PK-OK
Private Schools,Samson Baptist Academy,,8 West Main Street,Samson,AL,36477,334.898.2213,www.nonesupplied.com,
Private Schools,Satsuma Christian School,DeAnn D McEvoy,5600 Bayou Ave,Satsuma,AL,36572,334.675.1295,,PK-08
Private Schools,Scottsboro Christian Academy,Debbie Johnson,9545 Alabama Highway 79,Scottsboro,AL,35768,256.259.5398,,OK-12
Private Schools,Semmes Christian Academy,Lavonia White,9275 Vickers Road,Semmes,AL,0,,,
Private Schools,Sharp Dean School Of Continuing Studies Inc,Rosetta Sharp Dean,1910 Noble Street,Anniston,AL,36201,256.238.0451,www.sharpdeanschool.com,OK-12
Private Schools,Shoals Christian School,James Harwood Koan,301 Heathrow Drive,Florence,AL,35633,256.767.7070,www.shoalschristian.org,PK-12
Private Schools,Silverhill Christian Academy,Amy Mccully,PO Box 145,Silverhill,AL,36576-0145,,,
Private Schools,Skyland Seventh Day Adventist Day Church School,Sandi Spady,2211 Skyland Blvd East,Tuscaloosa,AL,0,,,
Private Schools,Slaughter Road Child Development Center,Pam Hollis,9 Eastview Drive,Madison,AL,35758,,,
Private Schools,South Choctaw Academy,Monteil Robinson,5245 New Hope Rd,Toxey,AL,36921,251.843.2426,southchoctaw.org,OK-12
Private Schools,South Montgomery Cty Acad,CAROLYN HICKS,PO Box 10,Grady,AL,36036-0010,334.864.9852,,PK-12
Private Schools,Southern Academy,James I Davis,407 College St,Greensboro,AL,36744,334.624.8111,southernacademy.net,PK-12
Private Schools,Southern Christian Preparatory Academy,Jay Callins,P.O. Box 380753,Birmingham,AL,35238,205.326.7207,www.traprepbham.org,12-May
Private Schools,Southminister Day School,Jeanie Covin,1124 Montgomery Hwy,Birmingham,AL,0,,,PK-06
Private Schools,Sparta Academy,Wayne Hammonds,300 Pierce St,Evergreen,AL,36401,251.578.2852,spartaacademywarriors.com,PK-12
Private Schools,Spring Hill Bapt Preschool,Patricia A Hampton,2 South McGregor Ave,Mobile,AL,0,,,
Private Schools,Spring Valley School,Joan Keagy,P O Box 131431,Birmingham,AL,0,,,
Private Schools,Springwood School,Rick Johnson,1814 Cherry Drive,Lanett,AL,36863-1030,334.644.2191,www.springwoodschool.com,PK-12
Private Schools,St Ann Elementary School,Maria Antionette Nolen,3910 Spring Ave Sw #a,Decatur,AL,35603-1294,256.353.6543,www.saintanndecatur.org,PK-08
Private Schools,St Bernard Prep School,Joel Martin,1600 St Bernard Drive Se,Cullman,AL,35055,,,
Private Schools,St Clair County Day Program Inc,David Gray,470 10th Street,Ashville,AL,35953,205.594.2280,www.stclairdayprogram.com,
Private Schools,St Clair County Day Program Inc,Cheryl Renee Wortham,470 10th Street,Ashville,AL,35953,205.594.2280,www.stclairdayprogram.com,
Private Schools,St Clair County Day Program Inc,David Gray,470 10th Street,Ashville,AL,35953,205.594.2280,www.stclairdayprogram.com,
Private Schools,St Clair County Day Program Inc,Cheryl Renee Wortham,470 10th Street,Ashville,AL,35953,205.594.2280,www.stclairdayprogram.com,
Private Schools,St Joseph Child Development Center,Dennis Berry,1444 Highway 165,Ft Mitchell,AL,36856,,,
Private Schools,St Luke's Episcopal School,Michael Felice Notaro,3975 Japonica Lane,Mobile,AL,36693-2928,251.666.2991,www.stlukesmobile.com,PK-12
Private Schools,St Luke's Episcopal School,Amanda Keesee,3975 Japonica Lane,Mobile,AL,36693-2928,251.666.2991,www.stlukesmobile.com,PK-12
Private Schools,St Luke's Episcopal School,Michael Felice Notaro,3975 Japonica Lane,Mobile,AL,36693-2928,251.666.2991,www.stlukesmobile.com,PK-12
Private Schools,St Luke's Episcopal School,Amanda Keesee,3975 Japonica Lane,Mobile,AL,36693-2928,251.666.2991,www.stlukesmobile.com,PK-12
Private Schools,St Mark United Methodist School,Andrea Trehern,439 Azalea Road,Mobile,AL,36609,,,PK-01
Private Schools,St Paul's Episcopal School,Susan Rushton Brochu,161 Dogwood Ln,Mobile,AL,36608,251.342.6700,www.stpaulsmobile.net,PK-12
Private Schools,St Paul's Lutheran School,,510 3rd Ave SE,Cullman,AL,35055,256.734.6580,www.stpaulscullman.com,PK-06
Private Schools,St Rose Of Lima Academy,John Bernard Arndt,1401 S 22nd St,Birmingham,AL,35205,205.933.0549,www.strosebhm.com,PK-08
Private Schools,St Rose Of Lima Academy,Sister Mary Juliana Cox,1401 S 22nd St,Birmingham,AL,35205,205.933.0549,www.strosebhm.com,PK-08
Private Schools,St Rose Of Lima Academy,John Bernard Arndt,1401 S 22nd St,Birmingham,AL,35205,205.933.0549,www.strosebhm.com,PK-08
Private Schools,St Rose Of Lima Academy,Sister Mary Juliana Cox,1401 S 22nd St,Birmingham,AL,35205,205.933.0549,www.strosebhm.com,PK-08
Private Schools,St. Michael Catholic School,Deborah Brooks,1100 North College Street,Auburn,AL,36830-    ,334.787.9089,,PK-03
Private Schools,St.Barnabas Regional School,Tillie Barnhill,7901 First Avenue North,Birmingham,AL,35206,,,
Private Schools,Stanford Christian Academy,Kenneth Stanford,8780 Moffett Road,Semmes,AL,36575,251.645.2070,,12-Mar
Private Schools,Success Academy,R Mike Rollins,PO Box 305,Roanoke,AL,36274-0305,,,
Private Schools,Success Unlimited Academy,Susan Odle,2328 Fairlane Drive,Montgomery,AL,36116,334.819.8005,,OK-12
Private Schools,Sumiton Christian School,,155 Hosanna Drive,Sumiton,AL,35148-0040,205.648.6643,www.sumitonchristianschool.org,PK-12
Private Schools,Summit Academy,George Michael Shehi,3001 Scenic Hwy,Gadsden,AL,35904-3047,256.546.9265,,OK-12
Private Schools,Summit Christian Academy,Headmaster Headmaster,1801 Highway 14 East,Millbrook,AL,36054,334.285.6873,www.nonesupplied.com,
Private Schools,Sumter Academy,Judy Matlock,181 Sumter Academy Rd,York,AL,36925-9739,205.392.5238,www.sumteracademy.org,PK-12
Private Schools,Susanna Wesley Early Education Ministry,Amy Vandergrift,120 Green Street,Huntsville,AL,35801,256.534.6866,,PK-OK
Private Schools,Swanson Academy,Robin Swanson,104 Laverne Circle,Daphne,AL,36526,251.375.0789,www.nonesupplied.com,OK-12
Private Schools,Sylvan Learning Center,Amber Nolen,687 North Dean Road,Auburn,AL,36831,334.826.3600,www.nonesupplied.com,
Private Schools,Sylvan Learning Center,Eddie W McLain,246 Gasden Highway Suite 10,Birmingham,AL,35235,,,
Private Schools,Sylvan Learning Center,Mark Harbin,7500 South Memorial Parkway Suite 119,Huntsville,AL,35802,256.880.1444,www.nonesupplied.com,
Private Schools,Tabernacle Christian School,Charles Vance McBrayer,2649 Decatur Highway,Gardendale,AL,35071,205.631.9318,www.nonesupplied.com,
Private Schools,Teacher's P.E.T.S. Academy,Contessa Jackson,191 Thuderbird Drive,Harvest,AL,35749,256.698.8911,,PK-12
Private Schools,Temple Christian,,2615 64th Blvd,Valley,AL,36854,334.756.4432,www.templechristian.com,
Private Schools,Temple Christian Academy,William D Odom,P O Box 483,Atmore,AL,0,,,
Private Schools,The Altamont School,SARAH WHITESIDE,4801 Altamont Rd S,Birmingham,AL,35222-4499,205.879.2006,www.altamontschool.org,12-May
Private Schools,The Arc Of Madison County,Susan Klingel,1100 Washington St Nw,Huntsville,AL,35801,,,
Private Schools,The Arnold School of Alabama,Cynthia M Garner,4308 Downtowner Loop N,Mobile,AL,36609-5502,251.343.1700,,12-Jun
Private Schools,The Capitol School,Barbara S Rountree,2828 6th St,Tuscaloosa,AL,35401-1707,205.758.2828,www.thecapitolschool.com,PK-12
Private Schools,The Center For Excellence,,516 Tuskegee St,Talladega,AL,35160,256.268.8037,www.theschool4excellence.org,PK-08
Private Schools,The Donoho School,David John Noone,2501 Henry Rd,Anniston,AL,36207-6399,256.237.5477,,PK-12
Private Schools,The Ellis Academy,Diane Ellis Miles,347 Jade Road,Toney,AL,35773,256.420.8312,www.nonesupplied.com,7-Apr
Private Schools,The Grove School,Amanda Brown Fox,7545 Parkway Drive,Leeds,AL,35094,205.352.0444,www.learningatthegrove.com,OK-08
Private Schools,The Guiding Light Family Care Center,Gwen Boyd,60 Roebuck Drive,Birmingham,AL,0,,,
Private Schools,The Hillsboro School,Meghan Edwards,73 Elvira Road,Helena,AL,35080,205.864.7330,thehillsboroschool.org/,PK-12
Private Schools,The Hillsboro School,Connie Edwards,73 Elvira Road,Helena,AL,35080,205.864.7330,thehillsboroschool.org/,PK-12
Private Schools,The Hillsboro School,Meghan Edwards,73 Elvira Road,Helena,AL,35080,205.864.7330,thehillsboroschool.org/,PK-12
Private Schools,The Hillsboro School,Connie Edwards,73 Elvira Road,Helena,AL,35080,205.864.7330,thehillsboroschool.org/,PK-12
